수치지도 지형지물 표준코드(안),,,,,,,,,,,,,,,
No,대분류,중분류,소분류(지형지물명),통합코드,수치지도 1.0,,,,,,,,,수치지도 2.0,비고
,,,,,"1:5,000",,,"1:2,500",,,"1:1,000",,,,
,,,,,구조,표현,색상,구조,표현,색상,구조,표현,색상,구조,
539,,,콘크리트옹벽(상단),F0047224,선,,"R/G/B
0/0/0",선,,"R/G/B
0/0/0",선,,"R/G/B
0/0/0",,
540,,,콘크리트옹벽(하단),F0047225,선,,"R/G/B
0/0/0",선,,"R/G/B
0/0/0",선,,"R/G/B
0/0/0",,
541,,,석축(상단),F0047226,선,,,선,,"R/G/B
255/0/0",선,,"R/G/B
255/0/0",,
542,,,석축(하단),F0047227,선,,,선,,"R/G/B
255/0/0",선,,"R/G/B
255/0/0",,
543,,,경사보호망,F0047228,선,,,면,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",,
544,,동굴입구,동굴입구,F0057215,점,,"R/G/B
0/0/0",선,,"R/G/B
0/0/0",선,,"R/G/B
0/0/0",선,
545,경계,행정경계,행정경계(미분류),G0010000,,,,,,,,,,면,
546,,,광역시계,G0010012,,,,면,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",,
547,,,도계,G0010013,,,,면,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",,
548,,,행정동계,G0010118,,,,면,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",,
549,,,(행정경계선)미분류,G0018110,선,,,,,,,,,,
550,,,국경,G0018111,선,,"R/G/B
0/0/0",,,,,,,,
551,,,"특별시,광역시,도",G0018112,선,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",,
552,,,시계,G0018113,선,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",,
553,,,군계,G0018114,선,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",,
554,,,구계,G0018115,선,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",,
555,,,읍계,G0018116,선,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",,
556,,,동계,G0018117,선,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",,
557,,,면계,G0018118,선,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",,
558,,,리계,G0018119,선,,,,,,,,,,
559,,수부지형경계,수부지형경계(미분류),G0020000,,,,,,,,,,면,
560,,,(경계)미분류,G0022310,선,,,,,,,,,,
561,,,갯벌(진흙),G0022311,선,,"R/G/B
0/0/255",면,,"R/G/B
0/0/255",면,,"R/G/B
0/0/255",,
562,,,모래,G0022312,선,,"R/G/B
0/0/255",면,,"R/G/B
0/0/255",면,,"R/G/B
0/0/255",,
563,,,습지,G0022313,선,,"R/G/B
0/0/255",면,,"R/G/B
0/0/255",면,,"R/G/B
0/0/255",,
564,,,염전,G0022314,선,,"R/G/B
0/0/255",면,,"R/G/B
0/0/255",면,,"R/G/B
0/0/255",,
565,,,용수구역,G0022315,선,,"R/G/B
0/0/255",,,,,,,,
566,,,집수경계(하수),G0022316,선,,"R/G/B
0/0/255",,,,,,,,
567,,,수역경계(하천),G0022317,선,,"R/G/B
0/0/255",,,,,,,,
568,,,댐 유역계,G0022318,선,,"R/G/B
0/0/255",,,,,,,,
569,,,(기호)미분류,G0022320,점,,,,,,,,,,
570,,,갯벌기호,G0022321,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
571,,,모래기호,G0022322,점,,"R/G/B
165/82/0",점,,"R/G/B
165/82/0",점,,"R/G/B
165/82/0",,
572,,,습지기호,G0022323,점,,"R/G/B
0/0/255",점,,"R/G/B
0/0/255",점,,"R/G/B
0/0/255",,
573,,,염전기호,G0022324,점,,"R/G/B
0/0/255",점,,"R/G/B
0/0/255",점,,"R/G/B
0/0/255",,
574,,기타경계,기타경계(미분류),G0030000,,,,,,,,,,선,
575,,,(자연)미분류,G0037210,선,,,면,,,면,,,,
576,,,붕토지,G0037211,선,,"R/G/B
165/82/0",면,,"R/G/B
165/82/0",면,,"R/G/B
165/82/0",,
577,,,시태지,G0037212,선,,"R/G/B
165/82/0",면,,"R/G/B
165/82/0",면,,"R/G/B
165/82/0",,
578,,,벼랑바위,G0037213,선,,"R/G/B
165/82/0",면,,"R/G/B
165/82/0",면,,"R/G/B
165/82/0",,
579,,,너덜바위,G0037214,선,,"R/G/B
165/82/0",면,,"R/G/B
165/82/0",면,,"R/G/B
165/82/0",,
580,,,능선,G0037216,선,,"R/G/B
0/0/0",,,,,,,,
581,,,기타(미분류),G0036350,선,,,선,,"R/G/B
0/0/0",선,,"R/G/B
0/0/0",,
582,,,(산업지역경계)미분류,G0038210,선,,"R/G/B
0/0/0",,,,,,,,
583,,,국가공업단지,G0038211,선,,"R/G/B
0/0/0",,,,,,,,
584,,,지방공업단지,G0038212,선,,"R/G/B
0/255/0",,,,,,,,
585,,,농공단지,G0038213,선,,"R/G/B
0/255/0",,,,,,,,
586,,,축산단지,G0038214,선,,"R/G/B
0/255/0",,,,,,,,
587,,,국토계획관련지역,G0038215,선,,"R/G/B
0/255/0",,,,,,,,
588,,,(환경지역경계)미분류,G0038220,선,,"R/G/B
0/255/0",,,,,,,,
589,,,자연환경보존지역,G0038221,선,,"R/G/B
0/255/0",,,,,,,,
590,,,자연생태계보존구역,G0038222,선,,"R/G/B
0/255/0",,,,,,,,
591,,,상수원보호지역,G0038223,선,,"R/G/B
0/255/0",,,,,,,,
592,,,개발제한구역,G0038224,선,,"R/G/B
0/255/0",,,,,,,,
593,,,환경보존특별 대책지역,G0038225,선,,"R/G/B
0/255/0",,,,,,,,
594,,,(관광문화지역)미분류,G0038230,선,,"R/G/B
0/255/0",,,,,,,,
595,,,문화재보호구역,G0038231,선,,"R/G/B
0/255/0",,,,,,,,
596,,,관광단지,G0038232,선,,"R/G/B
0/255/0",,,,,,,,
597,,,위락단지,G0038233,선,,"R/G/B
0/255/0",,,,,,,,
598,,,(주거지역경계)미분류,G0038240,선,,,,,,,,,,
599,,,외국인주거지역,G0038241,선,,,,,,,,,,
600,주기,도곽,도곽(미분류),H0010000,,,,,,,,,,면,
601,,,미분류,H0010500,,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
602,,,난외주기,H0010601,,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
603,,,도곽,H0017334,선,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",면,,"R/G/B
0/0/0",,
604,,기준점,기준점(미분류),H0020000,,,,,,,,,,점,
605,,,삼각점수치,H0027133,문자,,"R/G/B
0/0/0",,,,,,,,
606,,,수준점수치,H0027134,문자,,"R/G/B
0/0/0",,,,,,,,
607,,,통합기준점수치,H0027135,,,,,,,,,,,
608,,,(국가기준점)미분류,H0027310,점,,,,,,,,,,
609,,,삼각점,H0027311,점,,"R/G/B
255/0/0",,,,,,,,
610,,,수준점,H0027312,점,,"R/G/B
0/0/255",,,,,,,,
611,,,통합기준점,H0027313,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,심볼추가
612,,,(항측기준점)미분류,H0027320,점,,,,,,,,,,
613,,,평면기준점,H0027321,점,,"R/G/B
255/0/0",,,,,,,,
614,,,표고기준점,H0027322,점,,"R/G/B
0/0/255",,,,,,,,
615,,,사진기준점,H0027323,점,,"R/G/B
255/0/0",,,,,,,,
616,,,(기타기준점)미분류,H0027330,점,,,,,,,,,,
617,,,지적,H0027331,점,,,,,,,,,,
618,,,수로,H0027332,점,,,,,,,,,,
619,,,기타,H0027333,점,,,,,,,,,,
620,,격자,격자,H0037335,선,,"R/G/B
0/0/0",선,,"R/G/B
0/0/0",선,,"R/G/B
0/0/0",선,
621,,지명,지명(미분류),H0040000,,,,,,,,,,점,
622,,,주거시설,H0040010,,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
623,,,농경시설,H0040011,,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
624,,,해양,H0040104,,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
625,,,지형,H0040154,,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
626,,,목장 및 방목,H0040203,,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
627,,,경관,H0040205,,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
628,,,(도로)미분류,H0049110,문자,,,,,,,,,,
629,,,도로,H0049111,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
630,,,유료도로,H0049112,문자,,"R/G/B
0/0/0",,,,,,,,
631,,,도로시설,H0049113,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
632,,,다리,H0049114,문자,,"R/G/B
0/0/0",,,,,,,,
633,,,터널,H0049115,문자,,"R/G/B
0/0/0",,,,,,,,
634,,,행선지명,H0049116,문자,,"R/G/B
0/0/0",,,,,,,,
635,,,(철도)미분류,H0049120,문자,,,,,,,,,,
636,,,철도,H0049121,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
637,,,철도시설,H0049122,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
638,,,철교,H0049123,문자,,"R/G/B
0/0/0",,,,,,,,
639,,,터널,H0049124,문자,,"R/G/B
0/0/0",,,,,,,,
640,,,행선지명,H0049125,문자,,"R/G/B
0/0/0",,,,,,,,
641,,,(하천)미분류,H0049130,문자,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
642,,,하천,H0049131,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
643,,,세류,H0049132,문자,,"R/G/B
0/0/0",,,,,,,,
644,,,하천시설,H0049133,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
645,,,지하수로,H0049134,문자,,"R/G/B
0/0/0",,,,,,,,
646,,,(건물)미분류,H0049140,문자,,,,,,,,,,
647,,,지방행정기관,H0049141,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
648,,,치안행정기관,H0049142,문자,,"R/G/B
0/0/0",,,,,,,,
649,,,기타행정기관,H0049143,문자,,"R/G/B
0/0/0",,,,,,,,
650,,,산업시설,H0049144,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
651,,,"문화,교육시설",H0049145,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
652,,,서비스시설,H0049146,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
653,,,"의료,후생시설",H0049147,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
654,,,(지류)미분류,H0049150,문자,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
655,,,식생,H0049151,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
656,,,"평야,들",H0049152,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
657,,,"변형지물,바위",H0049154,문자,,"R/G/B
0/0/0",,,,,,,,
658,,,(시설물)미분류,H0049160,문자,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
659,,,보조물,H0049161,문자,,"R/G/B
0/0/0",,,,,,,,
660,,,목표물,H0049162,문자,,"R/G/B
0/0/0",,,,,,,,
661,,,(도시지역)미분류,H0049210,문자,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
662,,,특별시,H0049211,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
663,,,광역시,H0049212,문자,,"R/G/B
0/0/0",,,,,,,,
664,,,도,H0049213,문자,,"R/G/B
0/0/0",,,,,,,,
665,,,시,H0049214,문자,,"R/G/B
0/0/0",,,,,,,,
666,,,구,H0049215,문자,,"R/G/B
0/0/0",,,,,,,,
667,,,법정동,H0049216,문자,,"R/G/B
0/0/0",,,,,,,,
668,,,행정동,H0049217,문자,,"R/G/B
0/0/0",,,,,,,,
669,,,(농어촌지역)미분류,H0049220,문자,,,,,,,,,,
670,,,도,H0049221,문자,,"R/G/B
0/0/0",,,,,,,,
671,,,군,H0049222,문자,,"R/G/B
0/0/0",,,,,,,,
672,,,읍,H0049223,문자,,"R/G/B
0/0/0",,,,,,,,
673,,,면,H0049224,문자,,"R/G/B
0/0/0",,,,,,,,
674,,,리,H0049225,문자,,"R/G/B
0/0/0",,,,,,,,
675,,,자연부락,H0049226,문자,,"R/G/B
0/0/0",,,,,,,,
676,,,"(지역,구역명)미분류",H0049230,문자,,,점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",,
677,,,산업관련지역명,H0049231,문자,,"R/G/B
0/0/0",,,,,,,,
678,,,환경관련지역명,H0049232,문자,,"R/G/B
0/0/0",,,,,,,,
679,,,"관광,문화관련 지역명",H0049233,문자,,"R/G/B
0/0/0",,,,,,,,
680,,산/산맥,"산,산맥",H0059153,문자,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,,"R/G/B
0/0/0",점,
